iter	Logloss
277	0.07003379923
278	0.06991072117
279	0.06970430179
280	0.06958798532
281	0.06943112383
282	0.0692102226
283	0.0689380764
284	0.06885044203
285	0.06871211299
286	0.0685355594
287	0.06843143315
288	0.06825216567
289	0.06807473905
290	0.06795503218
291	0.06773532116
292	0.06763558192
293	0.0675082452
294	0.06729830471
295	0.06709996215
296	0.06691866845
297	0.06672070981
298	0.06658339919
299	0.06639938882
300	0.06633158896
301	0.06609154849
302	0.065851015
303	0.06571716593
304	0.06551831101
305	0.06536914626
306	0.0651878971
307	0.06513721945
308	0.06511304312
309	0.06494149889
310	0.064743782
311	0.06461954013
312	0.06435275711
313	0.06422429202
314	0.0640788036
315	0.06390706239
316	0.06378304399
317	0.06367447644
318	0.06361887505
319	0.06333156963
320	0.06321680303
321	0.0630859337
322	0.06300829506
323	0.06278433071
324	0.06256447565
325	0.06250960073
326	0.06235628838
327	0.06223928586
328	0.06203007772
329	0.0619208398
330	0.06181249013
331	0.06171604697
332	0.0616004354
333	0.06147759162
334	0.06134620215
335	0.06117826602
336	0.06104928233
337	0.06096400342
338	0.06083585237
339	0.06066593491
340	0.06054142863
341	0.06035948148
342	0.06018503182
343	0.06012106988
344	0.05999135722
345	0.05997601607
346	0.05975766443
347	0.05958947057
348	0.05943452055
349	0.05934028058
350	0.05918221457
351	0.05908408631
352	0.058923099
353	0.05876554257
354	0.05862846111
355	0.05848266514
356	0.05836576338
357	0.05822995942
358	0.05801834497
359	0.05786210732
360	0.05776273609
361	0.05761338383
362	0.05747119849
363	0.05735686976
364	0.05733999888
365	0.0572152314
366	0.05712672323
367	0.05705903325
368	0.05692303762
369	0.0568009461
370	0.05669588312
371	0.05657347305
372	0.05648887832
373	0.05637423302
374	0.05620463698
375	0.0561019208
376	0.05593115303
377	0.05583506807
378	0.05574296404
379	0.05557902545
380	0.05544711332
381	0.05531707976
382	0.05520360594
383	0.05518219962
384	0.05501716009
385	0.05492109224
386	0.05481308758
387	0.0547030222
388	0.05457661047
389	0.0544463208
390	0.05425268967
391	0.05412839553
392	0.05408611301
393	0.053994835
394	0.05384736574
395	0.05378866994
396	0.05361252158
397	0.05352673953
398	0.05341838548
399	0.05329946498
400	0.05322106094
401	0.05306480948
402	0.05293618083
403	0.05285971835
404	0.05280451287
405	0.05272996989
406	0.0525935781
407	0.05254632544
408	0.05245280346
409	0.05227175506
410	0.05217368347
411	0.05205737083
412	0.05200460271
413	0.05191915741
414	0.05181744033
415	0.05171292107
416	0.05157809125
417	0.05146694769
418	0.05142628918
419	0.05139319282
420	0.05125371073
421	0.05119587638
422	0.0511377418
423	0.0510114728
424	0.05091148933
425	0.05081787178
426	0.05065705501
427	0.05051088075
428	0.05046373902
429	0.05032530308
430	0.05023303665
431	0.05014233175
432	0.04998699825
433	0.04983525444
434	0.04969512201
435	0.04963895352
436	0.0495345669
437	0.04940228586
438	0.04931837497
439	0.04923582135
440	0.04917342661
441	0.04908620705
442	0.04899663258
443	0.04893938902
444	0.04886410934
445	0.04873409326
446	0.04864811457
447	0.04862855598
448	0.04856149755
449	0.04846028822
450	0.04838056777
451	0.04824453978
452	0.04814740645
453	0.04803373393
454	0.04798844961
455	0.04793508748
456	0.0478773216
457	0.04779353685
458	0.04770142066
459	0.04762900726
460	0.04756833546
461	0.04747536162
462	0.04742059316
463	0.0473180813
464	0.04717062859
465	0.04714551861
466	0.04709760073
467	0.04696751595
468	0.0468253953
469	0.04673614811
470	0.04666032167
471	0.04654391946
472	0.04651172536
473	0.04642265854
474	0.04633371266
475	0.04625173451
476	0.04622771209
477	0.04613498566
478	0.04608527208
479	0.04596582909
480	0.04592244883
481	0.04587954644
482	0.04578034628
483	0.04567460587
484	0.04564719768
485	0.04553799291
486	0.04543985766
487	0.04533152926
488	0.04526707423
489	0.04521792584
490	0.04514648731
491	0.04505228042
492	0.04490956777
493	0.04487417733
494	0.04477105868
495	0.04469124395
496	0.04456108368
497	0.04445352828
498	0.04438330967
499	0.04426014418
500	0.04416061391
501	0.0440712486
502	0.04398073236
503	0.04391669788
504	0.04383395128
505	0.04380665628
506	0.04373131708
507	0.04364101783
508	0.04355505897
509	0.04348140574
510	0.04338628921
511	0.04324928193
512	0.04317377019
513	0.04306957994
514	0.04299705875
515	0.04288802418
516	0.04283119199
517	0.04276268637
518	0.04264617531
519	0.04259377439
520	0.04251015686
521	0.04245552795
522	0.0423252549
523	0.04224887934
524	0.04217048698
525	0.04204036128
526	0.04198257163
527	0.04191366613
528	0.04186237634
529	0.04182988345
530	0.04167151086
531	0.04161917144
532	0.0415406312
533	0.04147253462
534	0.04135948875
535	0.0412927304
536	0.04118967726
537	0.04112361007
538	0.041059024
539	0.04099523126
540	0.04092199132
541	0.04086479944
542	0.04081741294
543	0.04074295743
544	0.04069857597
545	0.04063357588
546	0.04055067009
547	0.0404897268
548	0.04043347288
549	0.04037013708
550	0.04027771014
551	0.04022516155
552	0.04016664736
553	0.0400738463
554	0.04001945026
555	0.03991531519
556	0.0398467721
557	0.03978016856
558	0.03972226041
559	0.03970715045
560	0.03965864012
561	0.03962459364
562	0.03955221346
563	0.03948363132
564	0.03944991761
565	0.03939941841
566	0.03931894528
567	0.03925513486
568	0.03921841179
569	0.03912810869
570	0.03909822966
571	0.03903634954
572	0.03897385494
573	0.03889282851
574	0.03883371267
575	0.03874787655
576	0.03870588396
577	0.03864551508
578	0.03856142222
579	0.03846948489
580	0.03838837162
581	0.03830725184
582	0.03823444433
583	0.03817012316
584	0.03813349841
585	0.03806346246
586	0.0379874193
587	0.03794066155
588	0.03781389507
589	0.03776886193
590	0.03768405936
591	0.03764076981
592	0.03755421632
593	0.03749281871
594	0.03742191129
595	0.03737140427
596	0.03729147769
597	0.03720340562
598	0.03715481108
599	0.03712049905
600	0.03705287586
601	0.03694466903
602	0.03685080324
603	0.03675935765
604	0.03671609776
605	0.03665896056
606	0.03660156771
607	0.0365688762
608	0.03649002537
609	0.03647111379
610	0.03641843875
611	0.03634370048
612	0.03633045461
613	0.03629905162
614	0.0362652811
615	0.03620384546
616	0.03615674076
617	0.03608108182
618	0.03606776866
619	0.03601613223
620	0.03592800238
621	0.03588468648
622	0.03581505909
623	0.03576094107
624	0.03572666854
625	0.03568168516
626	0.03560984233
627	0.03554631864
628	0.03552934327
629	0.03543812774
630	0.03534909659
631	0.03529798812
632	0.03517300551
633	0.03512356703
634	0.03505153166
635	0.0350036584
636	0.03497184542
637	0.03492022257
638	0.03489482745
639	0.03488018017
640	0.0347855084
641	0.03473091619
642	0.03470122102
643	0.03465510972
644	0.03460813681
645	0.034555218
646	0.03449211936
647	0.03445337673
648	0.0344121761
649	0.03433546177
650	0.03430432504
651	0.0342348535
652	0.03415001358
653	0.0340833102
654	0.03405671529
655	0.03401550207
656	0.0339375539
657	0.03390174693
658	0.0338711491
659	0.03379992497
660	0.03369246999
661	0.03363381978
662	0.03357242919
663	0.03352563377
664	0.03341803528
665	0.03338881885
666	0.03335180941
667	0.03331168027
668	0.03326894449
669	0.03319407188
670	0.03313406679
671	0.03310440146
672	0.03305971775
673	0.03300173974
674	0.03292972203
675	0.03286178693
676	0.03284335946
677	0.03278660005
678	0.03274056329
679	0.03266400844
680	0.03263418822
681	0.0325859396
682	0.03251184789
683	0.03249117438
684	0.03243364251
685	0.03235673439
686	0.03228815288
687	0.03225317599
688	0.03220577894
689	0.03217725054
690	0.03214080784
691	0.03210561566
692	0.03204612282
693	0.03197582977
694	0.03193261887
695	0.03191356619
696	0.03184512984
697	0.03182199139
698	0.03177101897
699	0.0316910422
700	0.03162934214
701	0.03159811646
702	0.03156074319
703	0.03151384093
704	0.03146594791
705	0.03142044398
706	0.03138863012
707	0.03131258509
708	0.03127545044
709	0.0312064236
710	0.03111217163
711	0.03107282154
712	0.03101390725
713	0.03096791384
714	0.03095534555
715	0.03090089656
716	0.03080380687
717	0.03079162255
718	0.03069871764
719	0.03066066802
720	0.0306027047
721	0.03055619973
722	0.03050708798
723	0.03043455387
724	0.03037850151
725	0.03034520534
726	0.03026528562
727	0.03020047279
728	0.03013501717
729	0.03012196432
730	0.03008865825
731	0.03004538676
732	0.02999298443
733	0.02997221264
734	0.02989278859
735	0.02981383304
736	0.02974406553
737	0.02969906928
738	0.02965377211
739	0.02963615284
740	0.02956376794
741	0.02954386136
742	0.02950741781
743	0.02947144958
744	0.02943942215
745	0.02937664237
746	0.02930172843
747	0.02925144763
748	0.02924094314
749	0.02919320845
750	0.02915909976
751	0.02911252707
752	0.02906755987
753	0.02901745843
754	0.02895038421
755	0.02888576858
756	0.0288622
757	0.02881315988
758	0.02878857028
759	0.02876345356
760	0.02874537162
761	0.02873668663
762	0.02870931057
763	0.02867730323
764	0.02862254532
765	0.02858753512
766	0.02852728059
767	0.0285115496
768	0.02845133272
769	0.0283665961
770	0.02832690539
771	0.0282828333
772	0.02820950584
773	0.02814921553
774	0.02810913008
775	0.02806627761
776	0.02803244029
777	0.02798383425
778	0.02796109807
779	0.02794184725
780	0.02791767279
781	0.02787499918
782	0.02783837109
783	0.02782579665
784	0.02777832409
785	0.02774878538
786	0.02771261771
787	0.02764867043
788	0.02762063023
789	0.02760589255
790	0.02757101359
791	0.0275013704
792	0.02746342631
793	0.02744052434
794	0.02740777393
795	0.02737587143
796	0.02734455163
797	0.02727887387
798	0.02722333787
799	0.02719461653
800	0.02713418668
801	0.02709665409
802	0.0270760242
803	0.02701618491
804	0.02697531149
805	0.02691981099
806	0.02687308691
807	0.02679837892
808	0.02676054267
809	0.02672455074
810	0.02670722447
811	0.0266806425
812	0.02667464926
813	0.02664454004
814	0.02659681369
815	0.02656502543
816	0.02650093988
817	0.0264398868
818	0.02641466797
819	0.02636285605
820	0.02633869891
821	0.02627792044
822	0.02621565532
823	0.02617591399
824	0.02613932413
825	0.02610654913
826	0.02605270039
827	0.02599814096
828	0.02594958115
829	0.02590930255
830	0.02587068573
831	0.02585182422
832	0.02581771798
833	0.02576910645
834	0.02573419779
835	0.02569579455
836	0.02565218953
837	0.02562053279
838	0.02558432735
839	0.0255343748
840	0.02548010145
841	0.02544610413
842	0.0254203363
843	0.02536754869
844	0.02533875976
845	0.02528645774
846	0.02525189439
847	0.02523314536
848	0.02519720058
849	0.02515647043
850	0.02510389492
851	0.02508269211
852	0.02505695355
853	0.02503111584
854	0.02498184125
855	0.02494921712
856	0.02492879788
857	0.02489927022
858	0.02487959591
859	0.02485244013
860	0.02482295728
861	0.0247801468
862	0.02474253849
863	0.02472641992
864	0.02467990692
865	0.02463391814
866	0.02462215683
867	0.02456330782
868	0.02454171876
869	0.0244760975
870	0.02441970926
871	0.02440292845
872	0.02437773853
873	0.0243228264
874	0.02427561919
875	0.02423946086
876	0.02422136214
877	0.02419055575
878	0.02416667559
879	0.02412368218
880	0.02410088514
881	0.02407089692
882	0.02403491369
883	0.02399654674
884	0.02396600844
885	0.02391922329
886	0.02388375149
887	0.02384598304
888	0.02380289098
889	0.02378724671
890	0.02375889573
891	0.02373887756
892	0.02370410166
893	0.02365207271
894	0.02360168444
895	0.02359443664
896	0.02357832189
897	0.0235116564
898	0.0234735108
899	0.02342600065
900	0.02336879953
901	0.02331429849
902	0.02326913413
903	0.02323046609
904	0.02318815466
905	0.02315597793
906	0.02312992266
907	0.02310444583
908	0.02306948289
909	0.02306154081
910	0.02302913627
911	0.0229840161
912	0.02293754859
913	0.02288863736
914	0.02285894198
915	0.02282833943
916	0.02280394074
917	0.02276009426
918	0.02274156422
919	0.02272404321
920	0.02270280307
921	0.022663466
922	0.02262677797
923	0.02260889934
924	0.02259808125
925	0.02258070169
926	0.02254479646
927	0.02249437533
928	0.02244970913
929	0.02243883754
930	0.02240761445
931	0.02235845591
932	0.02234443076
933	0.02229986437
934	0.02227706375
935	0.02226504935
936	0.02223673419
937	0.02219619948
938	0.02217913474
939	0.0221358902
940	0.02210472723
941	0.0220687602
942	0.02202870513
943	0.02199312036
944	0.0219534138
945	0.02191385493
946	0.02188893013
947	0.02185104692
948	0.02183043035
949	0.02179213065
950	0.0217746705
951	0.02174222109
952	0.02173171948
953	0.02169607786
954	0.02166308999
955	0.02165233464
956	0.0216119004
957	0.02159895136
958	0.02157616497
959	0.02154027683
960	0.02151468855
961	0.02150894954
962	0.02148358479
963	0.02145066827
964	0.02142463346
965	0.02138790359
966	0.02135977576
967	0.02133270662
968	0.02130702372
969	0.02127060645
970	0.02126703704
971	0.02122774316
972	0.02119820366
973	0.02116297717
974	0.02112527494
975	0.02111932368
976	0.02110485606
977	0.02106801766
978	0.02103402432
979	0.02099873473
980	0.02097417321
981	0.02094507875
982	0.02093366962
983	0.0209201966
984	0.02088687432
985	0.02086161241
986	0.02084203629
987	0.02083828046
988	0.02082108402
989	0.02078460614
990	0.0207487608
991	0.02073596652
992	0.02071664514
993	0.02068130135
994	0.02063442311
995	0.02062252438
996	0.02058675927
997	0.02057230845
998	0.02054325213
999	0.02050753148
