iter	Logloss
0	0.6771081158
1	0.6631278304
2	0.6480209973
3	0.6358342314
4	0.6223703829
5	0.6092537782
6	0.5964704172
7	0.5837767287
8	0.5709713836
9	0.5599925701
10	0.548898235
11	0.5361428652
12	0.526258284
13	0.514964705
14	0.5054661381
15	0.4963820777
16	0.485922135
17	0.4766052469
18	0.4660851024
19	0.4548386623
20	0.446263336
21	0.4386726847
22	0.4293665823
23	0.4214137861
24	0.4135007148
25	0.4053084865
26	0.3965493155
27	0.3884909927
28	0.3819615195
29	0.3745953534
30	0.3680004082
31	0.3606436524
32	0.3542162559
33	0.3479349021
34	0.3415127977
35	0.3348391792
36	0.3282743045
37	0.3216698153
38	0.3156115675
39	0.3104382845
40	0.3051755723
41	0.2994330282
42	0.2942036214
43	0.2890461069
44	0.2852154984
45	0.2808759676
46	0.2758274604
47	0.2722501836
48	0.2684783669
49	0.264192991
50	0.2603847616
51	0.2566373856
52	0.2534890934
53	0.2498703751
54	0.2465286516
55	0.2431468359
56	0.2394559893
57	0.2358837024
58	0.2326222197
59	0.2295055754
60	0.226338497
61	0.2228838227
62	0.2191756779
63	0.2161401449
64	0.2131195835
65	0.2102715266
66	0.2081324077
67	0.2060298164
68	0.203844764
69	0.2014966863
70	0.198836843
71	0.1963646429
72	0.1939986185
73	0.1919161952
74	0.1896678823
75	0.1876624024
76	0.185429448
77	0.1835415375
78	0.181439004
79	0.1794058969
80	0.1775214037
81	0.1757494613
82	0.173888068
83	0.1723677587
84	0.1712068055
85	0.1696008966
86	0.1677764979
87	0.1663073434
88	0.1647459361
89	0.1631226118
90	0.1621546724
91	0.1602875569
92	0.1592977829
93	0.157693939
94	0.1555257482
95	0.1546394377
96	0.1532035544
97	0.1515771057
98	0.1502865703
99	0.1489138772
100	0.1474137126
101	0.1461613566
102	0.1448699864
103	0.1439004006
104	0.14283577
105	0.1421279072
106	0.1411070994
107	0.1399656741
108	0.1391973823
109	0.138582201
110	0.1378339372
111	0.1367282548
112	0.135691824
113	0.1348698251
114	0.1338374654
115	0.1326536382
116	0.1317790577
117	0.1308555108
118	0.1297359212
119	0.1287526655
120	0.1279112987
121	0.1273394097
122	0.1265100247
123	0.1256903642
124	0.1248981499
125	0.1241980208
126	0.1233529387
127	0.1227291223
128	0.1221865173
129	0.1215277626
130	0.1207601599
131	0.1202672705
132	0.1197527227
133	0.1192029119
134	0.1185114793
135	0.1179641616
136	0.1172609976
137	0.1164962872
138	0.1155308209
139	0.1151071344
140	0.1143356104
141	0.1137294111
142	0.113154573
143	0.112625662
144	0.1118934336
145	0.1113658815
146	0.1110977588
147	0.1106080936
148	0.1097444822
149	0.1092888669
150	0.1086179518
151	0.1079152163
152	0.107305455
153	0.1065680719
154	0.1058789973
155	0.105254772
156	0.1047751618
157	0.1042334831
158	0.1038759247
159	0.1032274898
160	0.1027397462
161	0.1024001269
162	0.101889712
163	0.1014049943
164	0.1011143258
165	0.1007102345
166	0.1001504039
167	0.09956592024
168	0.09905128889
169	0.09860913131
170	0.09835809743
171	0.09793701845
172	0.09752954376
173	0.09718898351
174	0.09682547026
175	0.09629269742
176	0.09579799941
177	0.09548003626
178	0.09510011455
179	0.09476523545
180	0.094306938
181	0.09406137951
182	0.09359216907
183	0.09321000919
184	0.09284050869
185	0.09266517963
186	0.09219064093
187	0.0919281799
188	0.09166363147
189	0.09153034763
190	0.09125807458
191	0.09096543069
192	0.09067475513
193	0.09038054159
194	0.09012549962
195	0.08993885818
196	0.08961087823
197	0.08941187099
198	0.08905225725
199	0.08868541094
200	0.08836091405
201	0.08813541502
202	0.08779525417
203	0.08751170887
204	0.08723795451
205	0.08692220472
206	0.08657729368
207	0.08626234671
208	0.08593609107
209	0.08568185304
210	0.08543836999
211	0.08530427911
212	0.08495911688
213	0.08469545519
214	0.08448753513
215	0.08423873389
216	0.08400497633
217	0.08381401895
218	0.08354074402
219	0.08326476669
220	0.08289481739
221	0.08259257602
222	0.08220650314
223	0.08178042726
224	0.08153592628
225	0.08120562974
226	0.0809780444
227	0.08079059502
228	0.08051912419
229	0.08025115788
230	0.07996547742
231	0.07970890675
232	0.07957083186
233	0.07931051885
234	0.07914548173
235	0.07896191695
236	0.07877027526
237	0.07853456691
238	0.07828509271
239	0.07812146676
240	0.0778892422
241	0.07756091811
242	0.07723730473
243	0.07697747077
244	0.07670999285
245	0.07652344169
246	0.07639732917
247	0.07625781141
248	0.07597690479
249	0.07575574444
250	0.07548122863
251	0.07527134063
252	0.07516416808
253	0.07490480589
254	0.07466150975
255	0.07455072401
256	0.07428173082
257	0.07419030238
258	0.07398295669
259	0.07377184886
260	0.07356046389
261	0.07336687175
262	0.073280631
263	0.07301236901
264	0.07281588776
265	0.07253832796
266	0.07230012397
267	0.07212843668
268	0.07190859745
269	0.07164962155
270	0.07137818417
271	0.07118184468
272	0.07094591357
273	0.07070948997
274	0.07051953544
275	0.07041441374
276	0.07020944694
